english,portugues
faced,enfrentou
cycle,ciclo
accidentally,acidentalmente
conclusion,conclusão
sits,senta
importance,importância
sweep,varrer
blackmail,chantagem
pacific,pacífico
glorious,glorioso
cam,câmera
pos,posição
persons,pessoas
scotch,uísque
kurt,Kurt
turner,torneiro
sucker,otário
genuine,genuíno
practicing,praticando
established,estabelecido
generations,gerações
collins,collins
depend,depender
institute,instituto
principle,princípio
fixing,consertando
residence,residência
helpless,desamparado
kennedy,Kennedy
tanks,tanques
chickens,galinhas
technical,técnico
stella,Estela
brutal,brutal
deer,cervo
tae,tae
bass,baixo
picnic,piquenique
assholes,idiotas
idol,ídolo
veronica,Verônica
samurai,samurai
disturbed,perturbado
consciousness,consciência
chased,perseguido
ministry,ministério
sweater,suéter
boobs,peitos
trains,trens
organ,órgão
asses,bundas
outer,exterior
pistol,pistola
sunset,pôr do sol
strings,cordas
fortunately,felizmente
tomb,túmulo
ty,ty
crawl,arrastar
pace,ritmo
constable,polícia
spinning,fiação
loudly,ruidosamente
old-fashioned,antiquado
subway,metrô
respected,respeitado
protocol,protocolo
wu,você
endless,sem fim
horns,chifres
absence,ausência
reed,junco
connections,conexões
puzzle,quebra-cabeça
disagree,discordo
vanished,desapareceu
wizard,mago
sniffles,funga
bonus,bônus
dong,dong
maurice,Maurício
coins,moedas
drain,ralo
defending,defendendo
income,renda
decides,decide
fled,fugiu
accurate,preciso
snakes,cobras
convicted,condenado
blues,blues
confusing,confuso
freaked,assustado
missile,míssil
pointed,apontado
reminded,lembrado
receiving,recebendo
mortal,mortal
laptop,computador portátil
deed,obra
kay,ok
expenses,despesas
discussing,discutindo
pirate,pirata
prostitute,prostituta
claus,Noel
writes,escreve
hears,ouve
mole,verruga
prosecution,acusação
copper,cobre
troubled,perturbado
owners,os Proprietários
mikey,mikey
flood,enchente
harbor,Porto
lola,haha
richie,rico
distracted,distraído
rodney,Rodney
negotiate,negociar
shotgun,espingarda
cocktail,coquetel
pointing,apontando
butler,mordomo
dizzy,tonto
reference,referência
georgia,Geórgia
bully,valentão
lydia,Lídia
alfred,Alfredo
owes,deve
included,incluído
carmen,Carmem
prices,preços
th,º
deceased,morto
static,estático
jewels,jóias
benefits,benefícios
dime,centavo
hack,hackear
bore,calibre
waitress,garçonete
fortunate,afortunado
reply,responder
orbit,órbita
toe,dedo do pé
intel,informações
slams,bate
encounter,encontro
hats,chapéus
tales,contos
brat,pirralho
burt,estourar
hilarious,Hilário
hallway,corredor
bowling,boliche
thud,baque
ruining,arruinando
forty,quarenta
sworn,juramentado
email,e-mail
proven,comprovado
rarely,raramente
contacted,contatado
lust,luxúria
label,rótulo
forgiven,perdoado
worm,minhoca
butterfly,borboleta
dialogue,diálogo
establish,estabelecer
intimate,íntimo
bets,apostas
den,covil
spoiled,estragado
repay,reembolsar
politicians,políticos
gratitude,gratidão
majority,maioria
magazines,revistas
teresa,Tereza
passionate,apaixonado
precise,preciso
via,através da
chains,correntes
instrument,instrumento
sonia,Sônia
ruled,governou
madison,Madison
cough,tosse
experts,especialistas
noises,ruídos
inviting,convidativo
declared,declarado
vicky,Vicky
drums,bateria
mouths,bocas
sasha,sasha
unh,ahn
skies,céus
allies,aliados
miguel,miguel
runway,pista
lana,lana
mona,Mona
sickness,doença
florence,Florença
remembers,lembra
shrimp,camarão
seventh,sétimo
dawson,dawson
championship,campeonato
ballet,balé
possessed,possuído
guessed,adivinhou
nightmares,pesadelos
reservation,reserva
fog,névoa
hint,dica
sperm,esperma
gesture,gesto
ticking,tique-taque
leap,salto
targets,alvos
savage,selvagem
caring,cuidadoso
approximately,aproximadamente
d.,d.
carries,carrega
lunatic,lunático
gal,garota
sells,vende
sweets,doces
reads,lê
violet,tolet
complaints,reclamações
cassie,Cassie
doomed,condenado
offensive,ofensiva
cakes,bolos
bean,feijão
melt,derretido
racist,racista
bam,bam
correctly,corretamente
terrifying,aterrorizante
whew,ufa
pencil,lápis
collapsed,desabou
chew,mastigar
carbon,carbono
medium,médio
canceled,cancelado
seated,sentado
messy,bagunçado
represents,representa
memorial,memorial
spoon,colher
cooperation,cooperação
spectacular,espetacular
reliable,confiável
elegant,elegante
rattling,chocalho
wa,olá
rig,equipamento
lex,Lex
blaming,culpar
aids,AIDS
elaine,Elaine
annual,anual
dallas,Dallas
reunion,reunião
witnessed,testemunhado
graduated,graduado
stall,parar
legacy,legado
riot,rebelião
shops,lojas
teenager,adolescente
samuel,Samuel
literature,literatura
sequence,seqüência
georgie,Geórgia
anxiety,ansiedade
orphan,órfão
settlement,povoado
circuit,o circuito
smoked,defumado
hesitate,hesite
sylvia,Sílvia
pastor,pastor
rupees,rúpias
sadly,tristemente
owed,devido
louie,Louie
labour,trabalho
evolution,evolução
ba,BA
bartender,barman
regard,respeito
fold,dobrar
son-in-law,Genro
trading,negociação
fluid,fluido
scholarship,bolsa de estudos
cricket,Grilo
quicker,mais rápido
perimeter,perímetro
questioned,questionado
divided,dividido
linked,vinculado
laboratory,laboratório
but,mas
reggie,Reggie
hostile,hostil
measures,medidas
cottage,cabana
backyard,quintal
rash,irritação na pele
shiny,brilhante
hawk,Falcão
representative,representante
pouring,derramando
trophy,troféu
conquer,conquistar
unpleasant,desagradável
increased,aumentou
broadway,Broadway
rally,corrida
needing,precisando
prescription,prescrição
t-shirt,camiseta
grid,grade
haircut,corte de cabelo
regardless,sem considerar
poisoning,envenenamento
edgar,Edgar
queens,rainhas
scaring,assustando
maniac,maníaco
psychological,psicológico
soo,então
landscape,paisagem
sayin,dizendo
projects,projetos
biological,biológico
witches,bruxas
brand-new,novo em folha
harvard,Harvard
topic,tema
offices,escritórios
races,corridas
salmon,salmão
bizarre,bizarro
isabel,Isabel
erik,Erik
kicks,chutes
integrity,integridade
jae,jae
gangster,gangster
beautifully,belas
roberts,Roberto
slim,magro
altogether,completamente
attract,atrai
neighbours,vizinhos
buzzer,campainha
corridor,corredor
embarrass,embaraçar
database,base de dados
achieved,alcançou
sucking,sucção
encourage,encorajar
patterns,padrões
identical,idêntico
venice,Veneza
failing,falhando
seize,aproveitar
crow,corvo
ella,ela
fountain,fonte
railroad,Ferrovia
ciao,tchau
marching,marcha
jade,jade
expedition,expedição
sentimental,sentimental
bert,Roberto
difficulty,dificuldade
aunty,tia
girlfriends,amigas
throws,lança
endure,aguentar
thread,fio
it,isto
priests,sacerdotes
chapel,capela
fabric,tecido
cans,latas
possess,possuir
poster,poster
addict,viciado
lords,senhores
delightful,delicioso
peg,fixar
emotionally,emocionalmente
poland,Polônia
visible,visível
ignorant,ignorante
deserted,deserto
fisher,pescador
wonders,maravilhas
don`t,não
slightest,o mínimo
vagina,vagina
rushing,correndo
make-up,inventar
t.,t.
tops,topos
helena,Helena
archie,arqui
ofthe,do
individuals,indivíduos
vienna,Viena
origin,origem
superintendent,superintendente
cody,Cody
ol,olá
challenges,desafios
corruption,corrupção
erase,apagar
fastest,o mais rápido
joon,joon
orchestra,orquestra
hence,por isso
refuses,recusa
fiancé,noiva
purchase,comprar
hanna,Hanna
whisky,Uísque
kai,kai
allowing,permitindo
chart,gráfico
buzzes,zumbidos
humiliated,humilhado
treats,guloseimas
granddaughter,neta
resident,residente
instruments,instrumentos
distract,distrair
creates,cria
depending,dependendo
sour,azedo
freaks,malucos
fierce,feroz
scam,fraude
anton,Antônio
hoo,hoo
concentration,concentração
presume,presumir
eleanor,Leonor
suspenseful,suspense
pasta,massa
precinct,distrito
delta,delta
whoo-hoo,uau
codes,códigos
bugger,merda
doo,sim
autograph,autógrafo
villagers,aldeões
cracks,rachaduras
dwight,Dwight
marge,marge
sorted,classificado
assets,ativos
outstanding,fora do comum
ling,ling
benson,benson
bennett,Bennett
strain,variedade
tomato,tomate
veins,veias
cups,xícaras
additional,adicional
responsibilities,responsabilidades
razor,navalha
whereas,enquanto
dang,caramba
seas,mares
rack,prateleira
adjust,ajustar
decade,década
finance,finança
respectable,respeitável
demonstration,demonstração
violin,violino
fitting,apropriado
inspection,inspeção
tourist,turista
backing,apoio
reynolds,Reynolds
documentary,documentário
cocks,galos
rapidly,rapidamente
refer,referir
tasted,provei
michel,Michel
marijuana,maconha
pipes,tubos
backed,Apoiado
vest,colete
delayed,atrasado
amelia,Amélia
jefferson,Jefferson
motherfuckers,filhos da puta
accomplish,concluir
vow,juramento
bake,assar
dvd,DVD
lightly,levemente
em,eles
dealers,revendedores
reid,Reid
moonlight,luar
ropes,cordas
dispatch,Despacho
notebook,caderno
prayed,orou
calvin,Calvino
consideration,consideração
transplant,transplante
frasier,frasier
epic,épico
gladly,de bom grado
mon,seg
prophet,profeta
launched,lançado
dragons,dragões
favors,favores
blunt,cego
niles,Nilo
au,au
baba,babaca
paths,caminhos
rides,passeios
cynthia,Cynthia
handcuffs,algemas
stain,mancha
thinkin,pensando
hairy,peludo
childish,infantil
meter,metro
unstable,instável
evelyn,Evelyn
fran,Fran
drunken,bêbado
goals,metas
chemicals,produtos químicos
cane,bengala
notion,noção
directors,diretores
sought,procurado
cory,Cory
extent,extensão
kara,Kara
blocking,bloqueando
regiment,regimento
kin,parente
kilometers,quilômetros
colours,cores
spaghetti,espaguete
chili,Pimenta
yah,sim
stalking,perseguição
conrad,Conrado
brett,Brett
scored,marcou
oxford,oxford
organize,organizar
sniper,Franco atirador
masks,máscaras
merchant,comerciante
sunlight,luz solar
oui,sim
casualties,vítimas
grill,grade
accepting,aceitando
freed,libertado
poems,poemas
shin,canela
reject,rejeitar
adding,adicionando
judith,judite
banned,banido
cheeks,bochechas
confront,enfrentar
pals,Parceiros
pilots,pilotos
mills,moinhos
coconut,coco
shuts,fecha
hooray,viva
grocery,mercado
terminal,terminal
meaningless,sem significado
doris,Dóris
philadelphia,Filadélfia
trent,Trento
keeper,guardador
marvellous,maravilhoso
physician,médico
glow,brilho
lu,Lu
hose,mangueira
usa,EUA
breathes,respira
whoops,opa
responding,respondendo
kneel,ajoelhar
simone,Simone
shaft,haste
definition,definição
notify,notificar
setup,configurar
classroom,sala de aula
chow,comida
handwriting,caligrafia
salon,salão
shelly,shelly
attraction,atração
peel,casca
warp,urdidura
workshop,oficina
traps,armadilhas
jeannie,Jeannie
appreciated,estimado
garrett,Garrett
shook,tremeu
expand,expandir
jingle,tinir
filmed,filmado
oughta,deveria
translate,traduzir
lively,vivaz
fury,fúria
shifts,turnos
peculiar,peculiar
snacks,lanches
towers,torres
inheritance,herança
villages,aldeias
bollocks,besteira
recognition,reconhecimento
ferry,balsa
atomic,atômico
defensive,defensiva
kenneth,Kenneth
ahhh,Ahhh
bathing,tomando banho
strangled,estrangulado
ike,assim
obligation,obrigação
reserved,reservado
this-,esse-
jammed,atolado
bradley,Bradley
ex-husband,ex-marido
p.,pág.
adoption,adoção
handing,entregando
waits,espera
cosmic,cósmico
gabe,Gabe
we,nós
warmth,cordialidade
offend,ofender
sherry,xerez
antoine,Antônio
refrigerator,frigorífico
instructor,instrutor
percy,percy
representing,representando
a,a
arguments,argumentos
sh,eh
preacher,pregador
swinging,oscilante
sinking,afundando
lacey,rendada
trials,ensaios
diseases,doenças
beggar,mendigo
traced,rastreado
stacy,stacy
poke,cutucar
steer,dirigir
ant,formiga
inquiry,investigação
fainted,desmaiou
interviewed,entrevistado
taller,mais alto
agrees,concorda
mumbling,resmungando
bats,morcegos
spared,poupado
bunker,bunker
channels,canais
hips,quadris
expelled,expulso
languages,línguas
iv,4
bruises,contusões
convict,condenar
hometown,cidade natal
earrings,brincos
discreet,discreto
morphine,morfina
jun.,junho.
narrating,narrando
rookie,novato
camel,camelo
grease,graxa
marta,Marta
underestimate,subestimar
acres,acres
hacked,hackeado
barber,barbeiro
designs,projetos
void,vazio
sixteen,dezesseis
slower,Mais devagar
rabbi,rabino
concerning,relativo
mannix,manix
peterson,Pedro
dental,dental
explosions,explosões
whitney,Whitney
lam,eu
semester,semestre
irresponsible,irresponsável
initiative,iniciativa
distraction,Distração
parrot,papagaio
steed,corcel
dinosaur,dinossauro
bedtime,hora de dormir
container,recipiente
lori,lori
s.,S.
steele,aço
waving,acenando
assassination,assassinato
drawings,desenhos
cupboard,armário
pairs,pares
temptation,tentação
profound,profundo
detailed,detalhado
scrap,sucatear
careless,descuidado
sloppy,desleixado
psych,psicológico
ranks,classificações
booty,saque
squeal,guincho
oooh,ooh
comb,pentear
restored,restaurado
junkie,viciado
fatty,gordinho
difficulties,dificuldades
producers,produtores
carolina,Carolina
onion,cebola
carrington,Carrington
billie,Billie
rendezvous,encontro
colorado,Colorado
visa,visto
caller,chamador
foods,alimentos
cunning,ardiloso
knot,nó
competitive,competitivo
gail,gail
alter,alterar
franz,Francisco
interference,interferência
freakin,maldito
wont,não vai
weep,lamentar
filth,sujeira
momma,mamãe
reminder,lembrete
womb,útero
fracture,fratura
sounding,soando
elementary,elementar
teaches,ensina
phillips,Phillips
eighteen,dezoito
shack,barraco
definite,definido
scrub,esfregar
ruler,governante
mold,mofo
attempts,tentativas
nypd,polícia de Nova York
biology,biologia
jax,jax
fundamental,fundamental
potentially,potencialmente
condoms,preservativos
devastated,devastado
12th,12º
summit,cume
beck,aceno
drone,drone
permanently,permanentemente
deceived,enganado
know,saber
strawberry,morango
self-defense,Defesa pessoal
preston,Preston
overwhelmed,sobrecarregado
creeps,arrepio
joanna,Joana
yuri,Yuri
scoop,colher
transform,transformar
cozy,aconchegante
g.,g.
skeleton,esqueleto
muslims,muçulmanos
overboard,ao mar
clinton,Clinton
claw,garra
traitors,traidores
australian,australiano
elaborate,elaborar
churchill,igreja
baltimore,Baltimore
vietnamese,vietnamita
dome,cúpula
bushes,arbustos
grandparents,avós
hart,cervo
adventures,aventuras
grown-up,adulto
dom,dom
smuggling,contrabando
chancellor,chanceler
dynasty,dinastia
businesses,negócios
fritz,fritz
snuck,sorrateiramente
roughly,aproximadamente
dwarf,anão
exclaims,exclama
gangs,gangues
fax,fax
dante,dante
gaze,olhar
nuisance,incômodo
grandchildren,netos
felicity,felicidade
co,co
rm,rm
rental,aluguel
je,eu
surprisingly,surpreendentemente
gasoline,Gasolina
scouts,Escoteiros
millie,milie
google,Google
dorm,dormitório
meth,metanfetamina
ifyou,se você
metro,metrô
fernando,Fernando
resolved,resolvido
legends,legendas
arrows,Setas; flechas
charley,charley
slavery,escravidão
detected,detectou
grove,Arvoredo
rebuild,reconstruir
producing,produzindo
occasions,ocasiões
thailand,Tailândia
luca,Lucas
hamlet,aldeia
nat,natural
tribes,tribos
long-term,longo prazo
portion,parte
exceptional,excepcional
despise,desprezar
waltz,valsa
joo,João
celebrated,célebre
encouraged,encorajado
telescope,telescópio
babysitter,babá
licence,licença
speeches,discursos
wit,sagacidade
programmed,programado
hides,esconde
apartments,apartamentos
tipped,derrubado
tang,Espiga
tu,você
psychologist,psicólogo
tutor,tutor
penguin,pinguim
nikita,Nikita
stern,popa
condolences,condolências
chun,Chun
erased,apagado
pets,animais de estimação
hotter,mais quente
regime,regime
shines,brilha
lifting,elevação
brigade,brigada
bikes,bicicletas
lookout,olhe
slippery,escorregadio
gulf,golfo
foam,espuma
flock,rebanho
fiance,noiva
compensation,compensação
cafeteria,cantina
amsterdam,Amsterdã
verify,verificar
peek,olhadinha
sewer,esgoto
vernon,Vernon
solomon,Salomão
stitch,ponto
ban,banimento
stitches,pontos
monastery,mosteiro
newly,recentemente
ignorance,ignorância
predicted,previsto
floyd,Floyd
mississippi,Mississipi
buffy,buffy
ethel,ethel
it.,isto.
industries,indústrias
bluff,blefe
footprints,pegadas
pact,pacto
penelope,Penélope
travelled,viajei
denial,negação
juvenile,juvenil
retarded,retardado
canvas,tela
daly,diariamente
kitten,gatinho
negro,negro
experiencing,experimentando
tractor,trator
smallest,menor
knots,nós
app,aplicativo
fantasies,fantasias
motherfucking,filho da puta
armstrong,armstrong
willow,salgueiro
preliminary,preliminares
provides,fornece
high-pitched,agudo
stalker,perseguidor
francine,Francine
valid,válido
negotiations,negociações
overheard,ouvido
iove,amei
part-time,tempo parcial
refugees,refugiados
yale,Yale
absent,ausente
generals,generais
carrot,cenoura
wrecked,naufragado
suggestions,sugestões
libby,Libby
8th,8º
olympics,Olimpíadas
accounting,contabilidade
expertise,perícia
flags,bandeiras
embarrassment,embaraço
vanilla,baunilha
grapes,uvas
translator,tradutor
passports,passaportes
alf,alfa
ernest,Ernesto
banner,bandeira
thuds,baques
frances,França
walsh,Walsh
suspension,suspensão
comparison,comparação
coats,casacos
islam,islamismo
thugs,bandidos
freshman,calouro
toothbrush,escova de dente
haunt,assombro
smelling,cheirando
