english,portugues
showing,Carregando…
fancy,Carregando…
chef,chefe de cozinha
contract,contrato
dig,escavação
chest,Carregando…
good-bye,Carregando…
drinks,Carregando…
dave,Carregando…
buried,Carregando…
brian,Brian
trade,troca
journey,Carregando…
stomach,estômago
changes,Carregando…
details,detalhes
thoughts,Carregando…
divorce,divórcio
funeral,funeral
maria,Maria
football,Carregando…
reality,Carregando…
theory,teoria
gosh,Carregando…
ruined,Carregando…
gate,Carregando…
william,William
spread,Carregando…
outta,Carregando…
japanese,Carregando…
sudden,Carregando…
coat,casaco
sooner,Carregando…
cheese,Carregando…
larry,Carregando…
spring,Carregando…
page,Carregando…
ears,Carregando…
simon,Carregando…
castle,castelo
hidden,Carregando…
storm,Carregando…
cos,Carregando…
personally,pessoalmente
artist,Carregando…
hill,Carregando…
exciting,Carregando…
permission,permissão
jerry,Carregando…
expensive,Carregando…
tickets,Carregando…
forest,Carregando…
barely,Carregando…
eggs,Carregando…
goin,Carregando…
regret,Carregando…
lesson,lição
lover,amante
bread,pão
andy,Carregando…
subject,Carregando…
legal,Carregando…
growing,Carregando…
ill,Carregando…
jason,Carregando…
mood,Carregando…
owner,Carregando…
caused,causado
beeping,Carregando…
points,pontos
dating,Carregando…
loss,perda
secretary,secretário
revenge,vingança
santa,Papai Noel
likely,Carregando…
rent,Carregando…
connection,conexão
assistant,assistente
reasons,razões
yelling,gritando
painting,Carregando…
trees,Carregando…
doctors,Carregando…
rush,Carregando…
foreign,estrangeiro
rough,Carregando…
murderer,Carregando…
century,Carregando…
nights,Carregando…
pair,Carregando…
runs,Carregando…
pocket,bolso
farm,fazenda
matt,Carregando…
bike,Carregando…
obvious,óbvio
ate,Carregando…
grew,Carregando…
professional,Carregando…
tim,tempo
goodness,Carregando…
parts,Carregando…
alan,Alan
university,Carregando…
square,quadrado
grandfather,Carregando…
europe,Carregando…
genius,Carregando…
cases,Carregando…
ruin,Carregando…
winter,Carregando…
tongue,Carregando…
memories,Carregando…
da,Carregando…
buying,Carregando…
cancer,Carregando…
clock,relógio
ocean,oceano
dna,ADN
liar,Carregando…
tour,Carregando…
thief,Carregando…
bleep,bip
lisa,lisa
rights,Carregando…
including,Carregando…
competition,concorrência
smith,ferreiro
planned,planejado
emily,Carregando…
boring,Carregando…
victims,Carregando…
mentioned,Carregando…
bones,Carregando…
plant,plantar
bless,Carregando…
warning,Carregando…
knocking,batendo
re,ré
crash,Carregando…
bedroom,Carregando…
lower,Carregando…
silver,prata
groaning,Carregando…
madame,senhora
defense,Carregando…
results,Carregando…
toilet,Carregando…
event,Carregando…
complicated,complicado
shape,Carregando…
priest,padre
royal,Carregando…
cheap,Carregando…
romantic,Carregando…
downstairs,Carregando…
invite,convidar
fortune,Carregando…
tears,lágrimas
avoid,evitar
reached,Carregando…
higher,mais alto
familiar,familiar
telephone,Telefone
burning,queimando
filled,Carregando…
kelly,Carregando…
alice,Carregando…
airport,aeroporto
jobs,empregos
grown,Carregando…
walter,Carregando…
rachel,Carregando…
giant,gigante
insurance,Carregando…
woods,Carregando…
n,n
scare,Carregando…
pleased,satisfeito
period,Carregando…
political,Carregando…
player,Carregando…
stops,para
secrets,Carregando…
laura,Carregando…
repeat,repita
photos,Carregando…
finds,encontra
statement,declaração
suck,Carregando…
younger,mais jovem
china,China
humans,Carregando…
delicious,delicioso
particular,Carregando…
proper,Carregando…
rome,Carregando…
belongs,Carregando…
attacked,atacado
bath,Carregando…
hired,contratado
site,Carregando…
knowledge,Carregando…
b,Carregando…
led,Carregando…
guests,Carregando…
celebrate,Carregando…
map,mapa
horn,Carregando…
eventually,eventualmente
pity,Carregando…
powers,poderes
ashamed,Carregando…
assume,presumir
glasses,Carregando…
rise,Carregando…
fixed,fixo
request,Carregando…
officers,Carregando…
pounds,Carregando…
data,dados
carefully,Carregando…
per,por
depends,Carregando…
jury,Carregando…
waited,Carregando…
positive,positivo
attorney,Carregando…
direction,Carregando…
families,Carregando…
clock,relógio
doin,fazendo
forces,forças
location,Carregando…
walls,Carregando…
useless,Carregando…
grant,Carregando…
saving,salvando
speaks,fala
fought,Carregando…
meal,Carregando…
deliver,entregar
answers,Carregando…
changing,Carregando…
temple,têmpora
scary,Carregando…
millions,Carregando…
offered,Carregando…
regular,Carregando…
carrying,Carregando…
official,Carregando…
jacket,Carregando…
switch,Carregando…
grave,cova
chase,perseguir
role,Carregando…
odd,chance
sexy,Carregando…
faces,Carregando…
becomes,torna-se
closes,Carregando…
badly,Carregando…
tall,Carregando…
confused,Carregando…
affair,assunto
television,Carregando…
shock,choque
raised,criado
panting,Carregando…
pizza,Carregando…
image,imagem
clears,Carregando…
golden,dourado
patients,Carregando…
watched,assistido
committed,empenhado
sexual,Carregando…
suffer,sofrer
arthur,Carregando…
wherever,Carregando…
plate,Carregando…
appear,Carregando…
chocolate,Carregando…
clever,Carregando…
hm,Carregando…
mercy,Carregando…
shots,tiros
lucy,Carregando…
dealing,tratativa
trap,armadilha
charges,Carregando…
phil,Carregando…
bang,Carregando…
poison,tóxico
butt,bunda
drove,dirigiu
yourselves,vocês mesmos
headed,dirigido
babies,Carregando…
yellow,Carregando…
soup,Carregando…
mystery,Carregando…
picking,Carregando…
sat,sentado
wound,Carregando…
traffic,Carregando…
courage,coragem
hunt,Carregando…
indian,Carregando…
rat,Carregando…
terms,Carregando…
italian,italiano
emma,Carregando…
checking,Carregando…
disease,Carregando…
managed,Carregando…
winner,ganhador
council,Carregando…
appointment,Carregando…
monday,Carregando…
crack,rachadura
threat,Carregando…
jenny,Carregando…
physical,Carregando…
nation,Carregando…
source,Carregando…
chose,escolheu
healthy,saudável
carl,Carlos
victory,vitória
rick,Carregando…
stood,permaneceu
kicked,Carregando…
annie,Carregando…
disgusting,Carregando…
palace,Palácio
below,Carregando…
shopping,Carregando…
neighborhood,Carregando…
march,marchar
lips,lábios
midnight,Carregando…
piss,xixi
advantage,Carregando…
pure,Carregando…
india,Índia
aside,aparte
jerk,Carregando…
mail,correspondência
dawn,Carregando…
effect,Carregando…
spell,Carregando…
freak,doido
wood,madeira
screwed,Carregando…
enemies,Carregando…
gary,Carregando…
awake,acordado
chuckling,Carregando…
vacation,férias
violence,violência
leo,Carregando…
grandmother,Carregando…
modern,moderno
luke,Lucas
firm,Carregando…
prime,Carregando…
heh,Carregando…
touched,Carregando…
talent,Carregando…
whore,Carregando…
piano,Carregando…
license,Carregando…
cooking,Carregando…
honour,Carregando…
concern,Carregando…
moves,Carregando…
available,Carregando…
factory,Carregando…
gods,Deuses
value,Carregando…
central,Carregando…
union,Carregando…
mirror,Carregando…
studio,Carregando…
media,Carregando…
taxi,Táxi
dies,Carregando…
iron,Carregando…
hearts,Carregando…
desire,desejo
rob,Carregando…
claire,Clara
fred,Carregando…
songs,músicas
washington,Carregando…
monkey,Carregando…
pride,Carregando…
pills,Carregando…
miracle,Carregando…
swim,Carregando…
burned,queimado
smells,Carregando…
joking,Carregando…
christian,Carregando…
bleeding,Carregando…
hook,Carregando…
beating,Carregando…
protection,Carregando…
treatment,Carregando…
ear,Carregando…
carter,Carregando…
metal,Carregando…
disappear,Carregando…
grateful,Carregando…
extremely,Carregando…
treasure,Carregando…
rescue,resgatar
capable,Carregando…
passing,Carregando…
chatter,Carregando…
result,resultado
suffering,Carregando…
sisters,Carregando…
laid,Carregando…
governor,governador
guards,Carregando…
louis,Carregando…
text,texto
literally,Carregando…
remove,remover
becoming,Carregando…
performance,Carregando…
stronger,Carregando…
rate,avaliar
deeply,Carregando…
scream,gritar
desert,Carregando…
vehicle,Carregando…
illegal,Carregando…
pulling,Carregando…
throwing,Carregando…
josh,Josh
unbelievable,Carregando…
ted,Carregando…
zero,Carregando…
dean,Carregando…
curious,Carregando…
sean,Carregando…
candy,Carregando…
bone,Carregando…
tied,Carregando…
edge,Carregando…
load,Carregando…
susan,Carregando…
ahh,Carregando…
mountains,Carregando…
boom,Carregando…
former,Carregando…
holiday,Carregando…
riding,Carregando…
scoffs,zomba
hundreds,centenas
motherfucker,Carregando…
sue,processar
bags,bolsas
stealing,Carregando…
appears,parece
arrive,Carregando…
remains,restos
decent,Carregando…
issues,problemas
tip,Carregando…
fail,Carregando…
bride,Carregando…
pissed,chateado
penny,Carregando…
claim,Carregando…
friendship,amizade
desperate,desesperado
flower,flor
dramatic,dramático
refuse,Carregando…
solve,Carregando…
theme,tema
loving,Carregando…
properly,apropriadamente
dragon,Carregando…
mostly,Carregando…
chuck,mandril
directly,Carregando…
surface,Carregando…
FALSE,FALSO
cast,Carregando…
junior,júnior
hunting,Carregando…
silent,Carregando…
thou,Carregando…
egg,Carregando…
germany,Alemanha
punch,Carregando…
africa,África
woke,Carregando…
intelligence,Carregando…
borrow,emprestar
winning,ganhando
falls,Carregando…
popular,popular
escaped,Carregando…
witch,Carregando…
convinced,convencido
warn,avisar
announcer,Carregando…
champagne,champanhe
dust,Carregando…
kyle,Carregando…
someday,algum dia
fallen,Carregando…
stranger,Carregando…
presence,presença
tear,Carregando…
st.,rua.
internet,Carregando…
monsieur,Carregando…
therefore,Carregando…
technology,tecnologia
tires,pneus
toast,brinde
wise,Carregando…
clark,Clark
americans,Carregando…
notes,Carregando…
smoking,Carregando…
hank,Hank
ls,eu
april,abril
wolf,lobo
precious,Carregando…
rooms,Carregando…
coast,Carregando…
treated,Carregando…
material,Carregando…
released,Carregando…
uniform,Carregando…
hated,Carregando…
considered,considerado
rice,Carregando…
exchange,Carregando…
steps,passos
blake,Carregando…
convince,Carregando…
beast,Carregando…
cow,Carregando…
files,Carregando…
signs,sinais
drag,Carregando…
cab,táxi
hung,Carregando…
carried,Carregando…
ordinary,ordinário
successful,Carregando…
eve,Carregando…
mistakes,Carregando…
houses,casas
chattering,Carregando…
brains,cérebros
japan,Carregando…
creature,Carregando…
fourth,Carregando…
separate,Carregando…
cleaning,Carregando…
california,Califórnia
lf,Carregando…
ll,tudo
shift,Carregando…
elizabeth,Carregando…
chicago,Carregando…
exact,Carregando…
karen,Carregando…
goal,Carregando…
expert,especialista
served,Carregando…
direct,Carregando…
score,Carregando…
row,Carregando…
marks,Carregando…
twenty,Carregando…
receive,Carregando…
series,Series
section,Carregando…
pilot,piloto
jackson,Jackson
darkness,escuridão
thy,Carregando…
sale,oferta
destiny,Carregando…
cure,Carregando…
spoken,falada
armed,Carregando…
rare,Carregando…
helen,Carregando…
grade,Carregando…
juice,suco
wide,Carregando…
tower,Carregando…
solution,Carregando…
schedule,Carregando…
explosion,Carregando…
wheel,roda
cigarette,Carregando…
julie,Júlia
fruit,Carregando…
blew,Carregando…
victor,Carregando…
talks,Carregando…
sacrifice,sacrifício
range,faixa
button,Carregando…
reports,Carregando…
prisoner,Carregando…
pie,Carregando…
effort,Carregando…
youth,Carregando…
pot,Carregando…
eaten,Carregando…
taylor,Carregando…
knees,Carregando…
garage,Carregando…
parking,estacionamento
ambulance,Carregando…
staring,Carregando…
chances,Carregando…
circumstances,Carregando…
sin,Carregando…
gordon,Carregando…
progress,Carregando…
unusual,Carregando…
county,Carregando…
stairs,Carregando…
campaign,campanha
mon,seg
vision,Carregando…
reporter,Carregando…
equipment,Carregando…
moments,momentos
joey,Carregando…
mass,Carregando…
alien,Carregando…
trapped,encurralado
helps,Carregando…
route,Carregando…
defend,defender
trace,Carregando…
nasty,Carregando…
tests,Carregando…
magazine,Carregando…
rocks,Carregando…
dump,Carregando…
rude,Carregando…
searching,Carregando…
clue,Carregando…
connected,Carregando…
amen,Carregando…
pushed,Carregando…
merry,alegre
zone,zona
senior,Carregando…
closing,Carregando…
freeze,Carregando…
emperor,imperador
incident,Carregando…
snake,Carregando…
mexico,Carregando…
lily,Carregando…
actor,Carregando…
newspaper,Carregando…
sentence,frase
greg,Carregando…
leading,principal
friendly,Carregando…
jones,Jones
chosen,Carregando…
engaged,noivo
julia,Carregando…
charming,Carregando…
mustn,Carregando…
anger,Carregando…
spending,Carregando…
learning,Carregando…
spy,Carregando…
sharp,Carregando…
shadow,Carregando…
warrant,Carregando…
elevator,Carregando…
kingdom,Carregando…
ricky,Carregando…
jamie,jamie
squad,Carregando…
shoulder,Carregando…
wave,Carregando…
amanda,Carregando…
highness,Carregando…
kinds,Carregando…
fishing,Carregando…
sometime,Carregando…
attitude,Carregando…
sucks,Carregando…
negative,Carregando…
screen,Carregando…
workers,trabalhadores
bored,Carregando…
cameras,Carregando…
similar,semelhante
understanding,entendimento
beeps,Carregando…
chain,corrente
bull,Carregando…
gasping,Carregando…
fully,Carregando…
robin,Carregando…
collect,coletar
gorgeous,Carregando…
morgan,Carregando…
passion,Carregando…
writer,escritor
empire,Carregando…
international,Carregando…
curse,Carregando…
hire,Carregando…
bastards,bastardos
puts,Carregando…
leads,Carregando…
id,eu ia
blows,golpes
sons,Carregando…
estate,Carregando…
customers,Carregando…
maggie,Maggie
gunshot,Carregando…
i-,Carregando…
device,Carregando…
troops,Carregando…
hug,Carregando…
design,Carregando…
movement,Carregando…
thunder,Carregando…
object,Carregando…
loser,Carregando…
pen,Carregando…
sobbing,soluçando
politics,Carregando…
despite,apesar de
alcohol,álcool
climb,Carregando…
clients,Carregando…
conference,conferência
provide,fornecer
marty,Carregando…
seek,procurar
witnesses,testemunhas
earn,Carregando…
trash,Carregando…
valley,Carregando…
fashion,moda
howard,Carregando…
episode,episódio
prize,Carregando…
previously,Carregando…
sports,Carregando…
wanting,Carregando…
debt,dívida
wishes,Carregando…
hitler,Hitler
wire,Carregando…
thee,Carregando…
circle,Carregando…
approach,Carregando…
stock,Carregando…
facts,Carregando…
remembered,lembrei
percent,por cento
normally,Carregando…
tail,Carregando…
joined,Carregando…
education,Carregando…
